year;province_name;regency_name;poverty_amount;poverty_percentage;unemployed_percentage;uneducated_percentage
2023;Sulawesi Selatan;Pangkajene Dan Kepulauan;46060;13,4;44,46;67,35
2023;Sulawesi Selatan;Barru;14880;8,46;58,84;75,75
2023;Sulawesi Selatan;Bone;80120;10,53;47,22;82,82
2023;Sulawesi Selatan;Soppeng;17210;7,48;52,67;79,16
2023;Sulawesi Selatan;Wajo;27540;6,73;53,42;79,53
2023;Sulawesi Selatan;Sidenreng Rappang;15750;5,14;55,95;65,26
2023;Sulawesi Selatan;Pinrang;34230;8,9;59,63;71,93
2023;Sulawesi Selatan;Enrekang;26970;12,69;43,74;74,71
2023;Sulawesi Selatan;Luwu;47670;12,71;47,95;64,32
2023;Sulawesi Selatan;Tana Toraja;30230;12,48;40,15;73,07
2023;Sulawesi Selatan;Luwu Utara;40790;12,66;41,39;79,22
2023;Sulawesi Selatan;Luwu Timur;21570;6,93;44,57;74,05
2023;Sulawesi Selatan;Toraja Utara;29140;12,12;46,2;70,19
2023;Sulawesi Selatan;Makassar;80320;5,07;69,01;50,92
2023;Sulawesi Selatan;Parepare;7980;5,34;59,34;77,74
2023;Sulawesi Selatan;Palopo;14850;7,69;51,87;73,2
2023;Sulawesi Tenggara;Buton;14150;13,77;49,43;74,14
2023;Sulawesi Tenggara;Muna;32240;14,07;43,09;79,84
2023;Sulawesi Tenggara;Konawe;33090;13,02;40,93;71,48
2023;Sulawesi Tenggara;Kolaka;32960;11,8;45,19;75,15
2023;Sulawesi Tenggara;Konawe Selatan;36840;11,26;40,91;73,57
2023;Sulawesi Tenggara;Bombana;20520;10,73;58,59;84,5
2023;Sulawesi Tenggara;Wakatobi;15340;14,81;45,4;81,03
2023;Sulawesi Tenggara;Kolaka Utara;21790;13,57;47,33;78,94
2023;Sulawesi Tenggara;Buton Utara;9090;14,06;39,42;76,57
2023;Sulawesi Tenggara;Konawe Utara;9010;13,48;57,44;69,49
2023;Sulawesi Tenggara;Kolaka Timur;20408;14,04;44,7;67,61
2023;Sulawesi Tenggara;Konawe Kepulauan;5435;15,9;47;62,66
2023;Sulawesi Tenggara;Muna Barat;11811;14,03;46,24;79,27
2023;Sulawesi Tenggara;Buton Tengah;14455;15,43;35,44;86,56
2023;Sulawesi Tenggara;Buton Selatan;11875;14,76;46,64;75,51
2023;Sulawesi Tenggara;Kendari;19240;4,59;52,94;63,56
2023;Sulawesi Tenggara;Bau-Bau;13290;7,53;47,49;66,99
2023;Gorontalo;Boalemo;31940;18,38;40,28;83,52
2023;Gorontalo;Gorontalo;65880;17,48;39,31;83,77
2023;Gorontalo;Pohuwato;29390;17,64;41,5;81,45
2023;Gorontalo;Bone Bolango;24720;15,51;45,88;79,33
2023;Gorontalo;Gorontalo Utara;19170;17,03;43,53;90,65
2023;Gorontalo;Kota Gorontalo;12620;5,64;44,02;80,95
2023;Sulawesi Barat;Majene;25800;14,54;50,56;61,35
2023;Sulawesi Barat;Polewali Mandar;71920;16,08;39,42;72,45
2023;Sulawesi Barat;Mamasa;23580;14,31;33,17;72,44
2023;Sulawesi Barat;Mamuju;23500;7,57;52,15;74,89
2023;Sulawesi Barat;Mamuju Utara;8940;4,79;47,62;84,98
2023;Sulawesi Barat;Mamuju Tengah;10391;7,32;39,25;71,29
2023;Maluku;Maluku Tenggara Barat;27640;24,47;35,57;66,43
2023;Maluku;Maluku Tenggara;22020;21,79;52,01;58,84
2023;Maluku;Maluku Tengah;67220;17,84;49,16;68,01
2023;Maluku;Buru;25190;16,53;54,43;65,62
2023;Maluku;Kepulauan Aru;23130;24,21;46,99;80,09
2023;Maluku;Seram Bagian Barat;38870;22,39;44,02;71
2023;Maluku;Seram Bagian Timur;24260;21,08;43,64;74,82
2023;Maluku;Maluku Barat Daya;21230;28,78;38,26;73,32
2023;Maluku;Buru Selatan;9770;15,28;34,09;78,73
2023;Maluku;Ambon;25870;5,25;54,99;52,48
2023;Maluku;Tual;16410;20,68;58,68;62,15
2023;Maluku Utara;Halmahera Barat;10530;8,74;42,71;72,65
2023;Maluku Utara;Halmahera Tengah;6740;11,44;44,75;70,59
2023;Maluku Utara;Kepulauan Sula;8450;8,17;50,02;82,29
2023;Maluku Utara;Halmahera Selatan;13650;5,68;29,49;85,82
2023;Maluku Utara;Halmahera Utara;9180;4,62;49,82;90,3
2023;Maluku Utara;Halmahera Timur;12590;12,47;38,65;75,59
2023;Maluku Utara;Pulau Morotai;3810;5,38;41,78;76,97
2023;Maluku Utara;Pulau Taliabu;4025;7,31;41,55;73,81
2023;Maluku Utara;Ternate;8360;3,39;58,99;37,44
2023;Maluku Utara;Tidore Kepulauan;6480;6,35;36,43;65,59
2023;Papua Barat;Fakfak;17840;21,38;46,2;68,42
2023;Papua Barat;Kaimana;9900;14,57;37,51;71,17
2023;Papua Barat;Teluk Wondama;10240;28,9;32,74;68,45
2023;Papua Barat;Teluk Bintuni;19820;28,24;49,29;71,38
2023;Papua Barat;Manokwari;33350;18,73;36,52;61,09
2023;Papua Barat;Sorong Selatan;9350;18,11;19,69;80,3
2023;Papua Barat;Sorong;26270;26,88;40,74;68,07
2023;Papua Barat;Raja Ampat;8510;16,76;52,9;72,73
2023;Papua Barat;Tambrauw;5130;31,23;35;69,48
2023;Papua Barat;Maybrat;13570;30,28;32,87;64,53
2023;Papua Barat;Manokwari Selatan;7693;27,8;28,98;73,86
2023;Papua Barat;Pegunungan Arfak;11714;32,29;22,96;77,06
2023;Papua Barat;Kota Sorong;41610;14,41;59,12;56,34
2023;Papua;Merauke;24030;10,01;31,15;63,86
2023;Papua;Jayawijaya;73420;34,71;21,64;77,16
2023;Papua;Jayapura;14910;11,45;53,26;57,03
2023;Papua;Nabire;34830;23,35;45,69;55,17
2023;Papua;Kepulauan Yapen;26030;25,89;48,49;67,87
2023;Papua;Biak Numfor;35700;23,53;49,46;60,57
2023;Papua;Paniai;61140;35,39;24,69;86,56
2023;Papua;Puncak Jaya;47500;35,6;35,52;86,39
2023;Papua;Mimika;30310;13,55;32,45;86,35
2023;Papua;Boven Digoel;14250;19,8;33,73;83,21
2023;Papua;Mappi;26820;25,72;53,97;73,27
2023;Papua;Asmat;25580;24,36;29,62;90,24
2023;Papua;Yahukimo;72140;36,08;14,83;88,58
2023;Papua;Pegunungan Bintang;23320;29,79;36,76;90,23
2023;Papua;Tolikara;48400;31,57;12,22;93,05
2023;Papua;Sarmi;5450;13,21;41,87;66,26
2023;Papua;Keerom;9320;15,68;59,99;77,15
2023;Papua;Waropen;9860;29,16;57,05;68,73
2023;Papua;Supiori;7940;36,99;59,99;63,65
2023;Papua;Mamberamo Raya;7560;29,63;63,37;66,24
2023;Papua;Nduga;43270;37,09;0,74;89,28
2023;Papua;Lanny Jaya;76430;36,94;9,33;87,06
2023;Papua;Mamberamo Tengah;19830;35,42;10,77;75,4
2023;Papua;Yalimo;21670;30,97;18,79;86,34
2023;Papua;Puncak;42010;36,44;6,79;97,56
2023;Papua;Dogiyai;29320;29,2;15,93;90,76
2023;Papua;Intan Jaya;21160;40,01;21,08;90,3
2023;Papua;Deiyai;30180;38,66;44,23;85,46
2023;Papua;Kota Jayapura;32790;10,5;53,63;45,89
2022;Aceh;Simeulue;17860;18,37;54,47;68,98
2022;Aceh;Aceh Singkil;24330;19,18;61,22;73,76
2022;Aceh;Aceh Selatan;30780;12,43;47,37;77,49
2022;Aceh;Aceh Tenggara;28420;12,83;36,42;57,71
2022;Aceh;Aceh Timur;62160;13,91;57,98;80,14
2022;Aceh;Aceh Tengah;31500;14,5;36,58;55,26
2022;Aceh;Aceh Barat;38460;17,93;50,01;68,41
2022;Aceh;Aceh Besar;58180;13,38;48,09;62,65
2022;Aceh;Pidie;85870;18,79;41,47;69,78
2022;Aceh;Bireuen;60290;12,51;43,07;70,77
2022;Aceh;Aceh Utara;107020;16,86;55,76;59,58
2022;Aceh;Aceh Barat Daya;24000;15,44;52,95;66,86
2022;Aceh;Gayo Lues;18090;18,87;31,26;63,49
2022;Aceh;Aceh Tamiang;38250;12,61;46,46;66,97
2022;Aceh;Nagan Raya;29630;17,38;44,09;52,26
2022;Aceh;Aceh Jaya;12130;12,51;37,44;72,43
2022;Aceh;Bener Meriah;27930;18,39;35,1;51,34
2022;Aceh;Pidie Jaya;30410;18,45;49,33;52,61
2022;Aceh;Banda Aceh;19900;7,13;53,2;44,96
2022;Aceh;Sabang;5140;14,66;47,6;46,11
2022;Aceh;Langsa;19410;10,62;46,53;64,95
2022;Aceh;Lhokseumawe;23030;10,84;48,38;62,45
2022;Aceh;Subulussalam;14060;16,94;52,97;73,3
2022;Sumatera Utara;Nias;23230;16;20,09;81,76
2022;Sumatera Utara;Mandailing Natal;40980;8,92;37,97;77,77
2022;Sumatera Utara;Tapanuli Selatan;23050;8,07;26,14;64,88
2022;Sumatera Utara;Tapanuli Tengah;47070;11,71;34,08;69,97
2022;Sumatera Utara;Tapanuli Utara;27470;8,93;21,59;54,59
2022;Sumatera Utara;Toba Samosir;16480;8,89;20,13;33,82
2022;Sumatera Utara;Labuhanbatu;43270;8,26;55,04;63,35
2022;Sumatera Utara;Asahan;64490;8,64;40,37;65,93
2022;Sumatera Utara;Simalungun;72470;8,26;42,76;61,18
2022;Sumatera Utara;Dairi;22530;7,88;10,84;63,05
2022;Sumatera Utara;Karo;35930;8,17;26,88;59,96
2022;Sumatera Utara;Deli Serdang;85280;3,62;42,78;59,41
2022;Sumatera Utara;Langkat;100450;9,49;48,25;64,98
2022;Sumatera Utara;Nias Selatan;54160;16,48;37,37;80,39
2022;Sumatera Utara;Humbang Hasundutan;17330;8,86;9,63;54,85
2022;Sumatera Utara;Pakpak Barat;4520;8,66;14,16;65,33
2022;Sumatera Utara;Samosir;14970;11,77;25,1;55,66
2022;Sumatera Utara;Serdang Bedagai;48220;7,82;42,02;59,67
2022;Sumatera Utara;Batu Bara;49390;11,53;39,81;63,4
2022;Sumatera Utara;Padang Lawas Utara;26090;8,94;22,6;59,74
2022;Sumatera Utara;Padang Lawas;24450;8,05;35,55;68,17
2022;Sumatera Utara;Labuhanbatu Selatan;29380;8,09;53,31;77,29
2022;Sumatera Utara;Labuhanbatu Utara;33910;9,09;40,27;68,74
2022;Sumatera Utara;Nias Utara;32870;23,4;32,36;78,97
2022;Sumatera Utara;Nias Barat;20420;24,75;24,35;75,49
2022;Sumatera Utara;Sibolga;10050;11,47;50,39;55,65
2022;Sumatera Utara;Kota Tanjungbalai;22650;12,45;43,84;65,39
2022;Sumatera Utara;Pematangsiantar;20530;7,88;46,9;37,4
2022;Sumatera Utara;Tebingtinggi;16340;9,59;39,84;63,16
2022;Sumatera Utara;Kota Medan;187740;8,07;47,35;46,74
2022;Sumatera Utara;Kota Binjai;14610;5,1;39,06;50,82
2022;Sumatera Utara;Padangsidimpuan;16030;6,89;45,87;59,47
2022;Sumatera Utara;Gunungsitoli;21850;14,81;44,17;67,06
2022;Sumatera Barat;Kepulauan Mentawai;13740;13,97;35,57;80,06
2022;Sumatera Barat;Pesisir Selatan;33780;7,11;45,78;72,32
2022;Sumatera Barat;Solok;27160;7,12;47,43;80,1
2022;Sumatera Barat;Sijunjung;15070;6;40,93;73,62
2022;Sumatera Barat;Tanah Datar;14910;4,26;44,04;63,74
2022;Sumatera Barat;Padang Pariaman;26440;6,25;50,82;69,49
2022;Sumatera Barat;Agam;31330;6,22;47,42;70,55
2022;Sumatera Barat;Lima Puluh Kota;26000;6,59;47,2;82,99
2022;Sumatera Barat;Pasaman;19940;6,85;39,49;81,6
2022;Sumatera Barat;Solok Selatan;11810;6,51;41,81;59,51
2022;Sumatera Barat;Dharmasraya;15080;5,56;38,63;79,09
2022;Sumatera Barat;Pasaman Barat;32910;6,93;62,83;73,35
2022;Sumatera Barat;Padang;42370;4,26;59,61;58,49
2022;Sumatera Barat;Kota Solok;2280;3,02;48,58;46,72
2022;Sumatera Barat;Sawahlunto;1470;2,28;30,21;61,64
2022;Sumatera Barat;Padang Panjang;2890;5,14;48,97;46,46
2022;Sumatera Barat;Bukittinggi;6160;4,46;43,87;57,33
2022;Sumatera Barat;Payakumbuh;8080;5,66;37,27;54,69
2022;Sumatera Barat;Pariaman;3800;4,13;52,21;68,69
2022;Riau;Kuantan Singingi;26610;8,24;57,54;76,12
2022;Riau;Indragiri Hulu;27460;6,14;40,06;87,28
2022;Riau;Indragiri Hilir;43220;5,98;55,59;85,43
2022;Riau;Pelalawan;47840;8,97;50,08;70,6
2022;Riau;Siak;25710;5,07;45,14;54,56
2022;Riau;Kampar;63550;7,12;51,4;59,88
2022;Riau;Rokan Hulu;73810;9,95;43,15;67,97
2022;Riau;Bengkalis;36030;6,32;47,21;64,8
2022;Riau;Rokan Hilir;49590;6,73;56,91;74,66
2022;Riau;Kepulauan Meranti;45250;23,84;42,28;76,67
2022;Riau;Pekanbaru;35960;3,06;50,39;50,5
2022;Riau;Dumai;10000;3,2;49,55;72,24
2022;Jambi;Kerinci;18200;7,57;50,51;66,3
2022;Jambi;Merangin;34140;8,7;43,86;88,15
2022;Jambi;Sarolangun;26230;8,48;52,92;81,02
2022;Jambi;Batang Hari;26240;9,63;50,59;72,51
2022;Jambi;Muaro Jambi;20640;4,47;49,86;81,61
2022;Jambi;Tanjung Jabung T;23420;10,91;44,46;72,86
2022;Jambi;Tanjung Jabung B;33950;10;45,28;74,7
2022;Jambi;Tebo;22810;6,34;38,31;82,05
2022;Jambi;Bungo;20690;5,38;50,17;83,32
2022;Jambi;Jambi;50400;8,33;52,05;55,08
2022;Jambi;Sungai Penuh;2640;2,97;37,7;71,77
2022;Sumatera Selatan;Ogan Komering Ulu;44200;11,61;39,67;76,87
2022;Sumatera Selatan;Ogan Komering Ilir;113790;13,23;42,18;76,18
2022;Sumatera Selatan;Muara Enim;73530;11,12;51,36;73,91
2022;Sumatera Selatan;Lahat;65390;15,61;35,88;74,14
2022;Sumatera Selatan;Musi Rawas;55800;13,34;42,53;74,67
2022;Sumatera Selatan;Musi Banyuasin;102240;15,19;48,02;79,5
2022;Sumatera Selatan;Banyu Asin;88550;10;48,27;86,12
2022;Sumatera Selatan;Ogan Komering Ulu Selatan;39610;10,56;40,87;78,93
2022;Sumatera Selatan;Ogan Komering Ulu Timur;69690;10,05;41,23;76,11
2022;Sumatera Selatan;Ogan Ilir;54550;12,33;39,82;78,28
2022;Sumatera Selatan;Empat Lawang;31060;12,03;35,24;76,04
2022;Sumatera Selatan;Penukal Abab Lematang llir;23140;11,76;29,96;77,32
2022;Sumatera Selatan;Musi Rawas Utara;36650;18,45;38;73,39
2022;Sumatera Selatan;Palembang;181650;10,48;48,83;50,63
2022;Sumatera Selatan;Prabumulih;22120;11,28;48,39;65,69
2022;Sumatera Selatan;Pagar Alam;12050;8,47;41,32;68,51
2022;Sumatera Selatan;Lubuklinggau;30680;12,68;39,51;72,78
2022;Bengkulu;Bengkulu Selatan;31830;17,86;28,86;62,25
2022;Bengkulu;Rejang Lebong;43180;15,65;26,87;79,12
2022;Bengkulu;Bengkulu Utara;35510;11,48;46,63;78,62
2022;Bengkulu;Kaur;22570;18,1;36,78;73,61
2022;Bengkulu;Seluma;36710;18,36;34,34;73,2
2022;Bengkulu;Mukomuko;21810;11,44;50,17;78,59
2022;Bengkulu;Lebong;14140;12,03;40,41;74,25
2022;Bengkulu;Kepahiang;20730;14,53;39,65;73,17
2022;Bengkulu;Bengkulu Tengah;11330;9,76;51,33;75,99
2022;Bengkulu;Bengkulu;59430;15,73;44,47;50,45
2022;Lampung;Lampung Barat;36200;11,71;32,38;72,01
2022;Lampung;Tanggamus;67430;10,98;44,68;70,81
2022;Lampung;Lampung Selatan;136210;13,14;46,2;76,06
2022;Lampung;Lampung Timur;149120;13,98;41,07;78,72
2022;Lampung;Lampung Tengah;143340;10,96;36,77;80,84
2022;Lampung;Lampung Utara;114670;18,41;42,64;76,69
2022;Lampung;Way Kanan;54280;11,76;36,81;87,22
2022;Lampung;Tulangbawang;39190;8,42;43,84;84,44
2022;Lampung;Pesawaran;63170;13,85;43,93;82,28
2022;Lampung;Pringsewu;38180;9,34;42,51;81,26
2022;Lampung;Mesuji;13880;6,84;37,06;82,03
2022;Lampung;Tulang Bawang Barat;20720;7,44;53,74;83,67
2022;Lampung;Pesisir Barat;21850;13,84;46,65;71,05
2022;Lampung;Bandar Lampung;90510;8,21;37,24;56
2022;Lampung;Metro;13680;7,87;47,8;57,46
2022;Bangka Belitung;Bangka;14500;4,26;54,76;68,06
2022;Bangka Belitung;Belitung;12340;6,45;56,05;74,74
2022;Bangka Belitung;Bangka Barat;5300;2,46;49,97;82,28
2022;Bangka Belitung;Bangka Tengah;9610;4,86;52,07;74,38
2022;Bangka Belitung;Bangka Selatan;6810;3,22;56,37;90,39
2022;Bangka Belitung;Belitung Timur;8470;6,49;48,56;80,27
2022;Bangka Belitung;Pangkalpinang;9760;4,55;57,12;68,03
2022;Kepulauan Riau;Karimun;16440;6,87;43,23;79,77
2022;Kepulauan Riau;Bintan;10670;6,44;55,34;71,3
2022;Kepulauan Riau;Natuna;4320;5,32;59,5;60,5
2022;Kepulauan Riau;Lingga;12700;14,05;52,25;84,89
2022;Kepulauan Riau;Kepulauan Anambas;3290;7,51;60,2;57,13
2022;Kepulauan Riau;Batam;82590;5,19;55,05;59,38
2022;Kepulauan Riau;Tanjungpinang;21670;9,85;57,01;58,51
2022;DKI Jakarta;Kepulauan Seribu;3670;14,11;52,78;64,48
2022;DKI Jakarta;Jakarta Selatan;81110;3,52;63,7;46,51
2022;DKI Jakarta;Jakarta Timur;126630;4,3;51,6;46,21
2022;DKI Jakarta;Jakarta Pusat;44720;4,9;50,55;32,41
2022;DKI Jakarta;Jakarta Barat;112180;4,22;55,54;59,1
2022;DKI Jakarta;Jakarta Utara;133730;7,24;54,1;45,72
2022;Jawa Barat;Bogor;474740;7,73;54,32;89,24
2022;Jawa Barat;Sukabumi;186280;7,34;56,8;87,53
2022;Jawa Barat;Cianjur;246810;10,55;46,92;80,51
2022;Jawa Barat;Bandung;258610;6,8;47,3;76,73
2022;Jawa Barat;Garut;276670;10,42;56,16;84,18
2022;Jawa Barat;Tasikmalaya;194100;10,73;49,68;89,38
2022;Jawa Barat;Ciamis;93960;7,72;46,8;89,29
2022;Jawa Barat;Kuningan;140250;12,76;44,04;81,58
2022;Jawa Barat;Cirebon;266100;12,01;50,44;73,76
2022;Jawa Barat;Majalengka;147120;11,94;48,65;82,38
2022;Jawa Barat;Sumedang;120120;10,14;45,83;85,59
2022;Jawa Barat;Indramayu;225040;12,77;46,23;71,61
2022;Jawa Barat;Subang;155340;9,75;50,3;78,39
2022;Jawa Barat;Purwakarta;83440;8,7;49,36;85,13
2022;Jawa Barat;Karawang;199910;8,44;54,93;80,29
2022;Jawa Barat;Bekasi;201140;5,01;57,27;73,67
2022;Jawa Barat;Bandung Barat;183670;10,82;49,8;74,45
2022;Jawa Barat;Pangandaran;37910;9,32;28,37;84,49
2022;Jawa Barat;Kota Bogor;79150;7,1;56,38;68,28
2022;Jawa Barat;Kota Sukabumi;26590;8,02;53,1;73,65
2022;Jawa Barat;Kota Bandung;109820;4,25;44,19;67,11
2022;Jawa Barat;Kota Cirebon;31470;9,82;45,09;73,48
2022;Jawa Barat;Kota Bekasi;137390;4,43;48,43;44,61
2022;Jawa Barat;Depok;64360;2,53;53,74;58,76
2022;Jawa Barat;Cimahi;31160;5,11;51,74;78,77
2022;Jawa Barat;Kota Tasikmalaya;87130;12,72;46,24;72,75
2022;Jawa Barat;Kota Banjar;12730;6,73;52,87;65,4
2022;Jawa Tengah;Cilacap;190960;11,02;45,66;84,27
2022;Jawa Tengah;Banyumas;220470;12,84;43,86;83,94
2022;Jawa Tengah;Purbalingga;145330;15,3;41,65;85,27
2022;Jawa Tengah;Banjarnegara;141250;15,2;39,64;86,05
2022;Jawa Tengah;Kebumen;196160;16,41;38,03;78,45
2022;Jawa Tengah;Purworejo;82640;11,53;36,27;79,41
2022;Jawa Tengah;Wonosobo;128110;16,17;38,7;88,91
2022;Jawa Tengah;Magelang;145330;11,09;32,62;85,91
2022;Jawa Tengah;Boyolali;97180;9,82;38,98;82,62
2022;Jawa Tengah;Klaten;144870;12,33;50,47;58,99
2022;Jawa Tengah;Sukoharjo;68720;7,61;45,58;66,31
2022;Jawa Tengah;Wonogiri;105190;10,99;38,26;82,55
2022;Jawa Tengah;Karanganyar;88560;9,85;43,76;75,78
2022;Jawa Tengah;Sragen;115140;12,94;39,39;81,76
2022;Jawa Tengah;Grobogan;163200;11,8;36,58;88,86
2022;Jawa Tengah;Blora;99830;11,53;37,89;82,02
2022;Jawa Tengah;Rembang;94560;14,65;46,01;81,27
2022;Jawa Tengah;Pati;118040;9,33;41,33;73,18
2022;Jawa Tengah;Kudus;66060;7,41;45,55;70,3
2022;Jawa Tengah;Jepara;89080;6,88;45,2;79,46
2022;Jawa Tengah;Demak;143010;12,09;40,41;71,09
2022;Jawa Tengah;Semarang;78600;7,27;40,52;84,69
2022;Jawa Tengah;Temanggung;73040;9,33;32,14;85,31
2022;Jawa Tengah;Kendal;93030;9,48;39,75;90,32
2022;Jawa Tengah;Batang;69940;8,98;39,32;84,26
2022;Jawa Tengah;Pekalongan;87530;9,67;38,32;88,07
2022;Jawa Tengah;Pemalang;195840;15,06;45,15;81,54
2022;Jawa Tengah;Tegal;113620;7,9;39,75;87,8
2022;Jawa Tengah;Brebes;290660;16,05;45,35;86,78
2022;Jawa Tengah;Kota Magelang;8650;7,1;45,58;66,25
2022;Jawa Tengah;Surakarta;45940;8,84;41,7;58,32
2022;Jawa Tengah;Salatiga;9450;4,73;38,87;47,21
2022;Jawa Tengah;Kota Semarang;79870;4,25;48,96;70,82
2022;Jawa Tengah;Kota Pekalongan;21810;7;32,95;76,65
2022;Jawa Tengah;Kota Tegal;19780;7,91;50,36;63,53
2022;DI Yogyakarta;Kulon Progo;73210;16,39;28,54;71,22
2022;DI Yogyakarta;Bantul;130130;12,27;38,25;70,41
2022;DI Yogyakarta;Gunung Kidul;122820;15,86;39;80,55
2022;DI Yogyakarta;Sleman;98920;7,74;31,47;57,1
2022;DI Yogyakarta;Kota Yogyakarta;29680;6,62;39,16;63,82
2022;Jawa Timur;Pacitan;76930;13,8;29,85;80,58
2022;Jawa Timur;Ponorogo;81800;9,32;37,56;83,53
2022;Jawa Timur;Trenggalek;76750;10,96;43,13;85
2022;Jawa Timur;Tulungagung;70520;6,71;34,92;73,94
2022;Jawa Timur;Blitar;101940;8,71;43,07;82,73
2022;Jawa Timur;Kediri;169460;10,65;46,37;70,88
2022;Jawa Timur;Malang;252880;9,55;41,4;83,79
2022;Jawa Timur;Lumajang;95040;9,06;41,73;82,59
2022;Jawa Timur;Jember;232730;9,39;50,31;87,03
2022;Jawa Timur;Banyuwangi;122010;7,51;45,15;79,59
2022;Jawa Timur;Bondowoso;105690;13,47;44,47;86,29
2022;Jawa Timur;Situbondo;81460;11,78;41,98;81,88
2022;Jawa Timur;Probolinggo;203230;17,12;44,13;81,92
2022;Jawa Timur;Pasuruan;148620;8,96;49,19;86,34
2022;Jawa Timur;Sidoarjo;125690;5,36;45,12;49,84
2022;Jawa Timur;Mojokerto;111030;9,71;37,14;68,87
2022;Jawa Timur;Jombang;115480;9,04;39,49;76,26
2022;Jawa Timur;Nganjuk;113630;10,7;38,66;76,09
2022;Jawa Timur;Madiun;74070;10,79;47,78;73,43
2022;Jawa Timur;Magetan;62650;9,84;32,24;62,48
2022;Jawa Timur;Ngawi;119020;14,15;37,73;75,29
2022;Jawa Timur;Bojonegoro;153400;12,21;38,61;81,24
2022;Jawa Timur;Tuban;178050;15,02;41,26;80,36
2022;Jawa Timur;Lamongan;151080;12,53;41,51;71,23
2022;Jawa Timur;Gresik;149640;11,06;37,69;66,86
2022;Jawa Timur;Bangkalan;196110;19,44;41,4;86,59
2022;Jawa Timur;Sampang;217970;21,61;32,14;85,34
2022;Jawa Timur;Pamekasan;126020;13,93;25,93;69,99
2022;Jawa Timur;Sumenep;206200;18,76;37,54;80,53
2022;Jawa Timur;Kota Kediri;21150;7,23;50,38;62,11
2022;Jawa Timur;Kota Blitar;10650;7,37;37,81;65,19
2022;Jawa Timur;Kota Malang;38560;4,37;52,61;62,75
2022;Jawa Timur;Kota Probolinggo;16160;6,65;36,66;71,47
2022;Jawa Timur;Kota Pasuruan;13020;6,37;54,16;69,36
2022;Jawa Timur;Kota Mojokerto;7880;5,98;41,07;60,37
2022;Jawa Timur;Kota Madiun;8490;4,76;47;40,06
2022;Jawa Timur;Surabaya;138210;4,72;44,15;60,55
2022;Jawa Timur;Batu;8050;3,79;55,66;44,58
2022;Banten;Pandeglang;114650;9,32;51,44;76,8
2022;Banten;Lebak;117220;8,91;32,81;93,08
2022;Banten;Tangerang;270520;6,92;53,56;70,71
2022;Banten;Serang;75450;4,96;59,59;72,42
2022;Banten;Kota Tangerang;132880;5,77;46,47;69,78
2022;Banten;Cilegon;16460;3,64;49,43;63,8
2022;Banten;Kota Serang;42560;5,94;52,13;88,88
2022;Banten;Tangerang Selatan;44290;2,5;53,98;50,39
2022;Bali;Jembrana;15000;5,3;34,87;74,72
2022;Bali;Tabanan;23460;5,18;36,78;73,87
2022;Bali;Badung;18280;2,53;47,26;79,86
2022;Bali;Gianyar;24740;4,7;40,19;62,06
2022;Bali;Klungkung;10890;6,07;36,37;81,93
2022;Bali;Bangli;12170;5,28;28,44;85,17
2022;Bali;Karangasem;29450;6,98;31,22;81,37
2022;Bali;Buleleng;41680;6,21;41,46;69,56
2022;Bali;Denpasar;30020;2,97;49,03;64,27
2022;Nusa Tenggara Barat;Lombok Barat;99010;13,39;38,34;85,43
2022;Nusa Tenggara Barat;Lombok Tengah;128000;12,89;31,29;81,76
2022;Nusa Tenggara Barat;Lombok Timur;189640;15,14;39,45;78,01
2022;Nusa Tenggara Barat;Sumbawa;64730;13,5;31,24;76
2022;Nusa Tenggara Barat;Dompu;33270;12,4;42,04;67,24
2022;Nusa Tenggara Barat;Bima;74460;14,5;29,63;74,62
2022;Nusa Tenggara Barat;Sumbawa Barat;21280;13,02;42,19;78,32
2022;Nusa Tenggara Barat;Lombok Utara;59820;25,93;40,52;82,34
2022;Nusa Tenggara Barat;Mataram;45300;8,63;44,5;68,64
2022;Nusa Tenggara Barat;Kota Bima;16440;8,8;53,77;70,39
2022;Nusa Tenggara Timur;Sumba Barat;37060;27,47;42,63;88,39
2022;Nusa Tenggara Timur;Sumba Timur;75280;28,22;27,5;81,16
2022;Nusa Tenggara Timur;Kupang;88020;21,7;41,88;81,57
2022;Nusa Tenggara Timur;Timor Tengah Selatan;120450;25,45;37,42;85,37
2022;Nusa Tenggara Timur;Timor Tengah Utara;55880;21,5;24,7;89,4
2022;Nusa Tenggara Timur;Belu;33980;14,84;36,14;86,55
2022;Nusa Tenggara Timur;Alor;42300;20,25;31,26;81,66
2022;Nusa Tenggara Timur;Lembata;37880;25,18;40,17;87,27
2022;Nusa Tenggara Timur;Flores Timur;28080;10,75;39,92;86,55
2022;Nusa Tenggara Timur;Sikka;40870;12,61;35,06;94,26
2022;Nusa Tenggara Timur;Ende;63400;23;24,21;76,24
2022;Nusa Tenggara Timur;Ngada;20140;11,93;32,45;86,44
2022;Nusa Tenggara Timur;Manggarai;69680;19,84;38,92;84,34
2022;Nusa Tenggara Timur;Rote Ndao;52430;27,45;38,82;84,45
2022;Nusa Tenggara Timur;Manggarai Barat;49950;17,15;28,76;92,44
2022;Nusa Tenggara Timur;Sumba Tengah;24490;32,51;48,45;82,89
2022;Nusa Tenggara Timur;Sumba Barat Daya;98500;27,16;30,75;82,13
2022;Nusa Tenggara Timur;Nagekeo;18010;12,05;33,65;78,52
2022;Nusa Tenggara Timur;Manggarai Timur;74550;25,35;21,75;88,28
